loan_id,checkout_date,due_date,return_date,loan_status,renewal_count,member_id,member_type,department_or_program,member_status,branch_name,book_id,title,language,publication_year,category_name,copy_id,availability_status,condition_status,checkout_librarian,checkout_role
LN000579,2025-02-23,2025-03-16,2025-03-06,returned,0,M000262,student,Civil Engineering,active,Engineering Library,B000212,"Linear Algebra: Concepts, Models, and Tools 212",Persian,1993,Mathematics,C000676,available,good,Tara Karimi,analyst
LN000580,2025-02-24,2025-03-10,2025-03-09,returned,0,M000076,student,Mechanical Engineering,active,Central Library,B000197,Optics: Methods for Researchers 197,Persian,2023,Physics,C000631,available,new,Noah Johnson,admin
LN000581,2025-02-24,2025-03-17,2025-02-26,returned,1,M000273,student,Chemistry,suspended,Central Library,B000276,Operations Management: An Applied Introduction 276,Persian,2015,Management,C000877,available,worn,Karim Lee,circulation
LN000582,2025-02-25,2025-03-18,2025-03-06,returned,3,M000285,student,Psychology,suspended,Engineering Library,B000023,Operations Management: Case Studies and Practice 23,English,2016,Management,C000089,available,good,Karim Lee,circulation
LN000583,2025-02-26,2025-03-12,2025-03-03,returned,0,M000247,student,Chemistry,active,Medical Sciences Library,B000036,Structural Analysis: An Applied Introduction 36,English,2006,Civil Engineering,C000133,available,new,Hana Abbasi,manager
LN000584,2025-02-26,2025-03-12,2025-03-01,returned,0,M000136,student,Management,active,Engineering Library,B000162,Microeconomics: Case Studies and Practice 162,Persian,2019,Economics,C000518,lost,lost,Noah Johnson,admin
LN000585,2025-02-26,2025-03-12,2025-03-06,returned,0,M000216,student,Literature,active,Graduate Research Library,B000170,Modern Fiction: Methods for Researchers 170,English,2003,Literature,C000547,available,good,Emma Martin,circulation
LN000586,2025-02-26,2025-03-19,2025-03-10,returned,0,M000359,student,Computer Engineering,active,Medical Sciences Library,B000119,Analytical Chemistry: Principles and Applications 119,English,2000,Chemistry,C000393,available,worn,Olivia Martin,circulation
LN000587,2025-02-26,2025-03-12,2025-03-02,returned,0,M000323,staff,Economics,active,Graduate Research Library,B000211,Probability Theory: A Modern Approach 211,English,2006,Mathematics,C000671,available,worn,Mina Brown,analyst
LN000588,2025-02-27,2025-03-20,2025-03-18,returned,1,M000029,student,Physics,active,Medical Sciences Library,B000068,Microeconomics: An Applied Introduction 68,English,1993,Economics,C000234,available,worn,Ali Khan,manager
LN000589,2025-02-28,2025-03-21,2025-03-10,returned,0,M000224,student,Civil Engineering,active,Central Library,B000065,Political Philosophy: Principles and Applications 65,Persian,2015,Philosophy,C000220,available,good,Tara Karimi,analyst
LN000590,2025-02-28,2025-03-28,2025-03-14,returned,0,M000117,student,Management,active,Graduate Research Library,B000067,Signal Processing: Methods for Researchers 67,English,2008,Electrical Engineering,C000224,available,good,Noah Johnson,admin
LN000591,2025-02-28,2025-03-14,2025-03-09,returned,0,M000140,student,Management,active,Graduate Research Library,B000249,Quantum Mechanics: Principles and Applications 249,English,2009,Physics,C000796,available,good,Tara Clark,circulation
LN000592,2025-03-01,2025-03-15,2025-03-14,returned,0,M000068,student,Psychology,active,Engineering Library,B000286,Control Systems: A Modern Approach 286,Arabic,2003,Electrical Engineering,C000912,available,good,Emma Martin,circulation
LN000593,2025-03-01,2025-03-22,2025-03-04,returned,0,M000292,staff,Physics,active,Central Library,B000247,Research Methods: Case Studies and Practice 247,Persian,2010,Psychology,C000784,available,worn,Sina Moradi,admin
LN000594,2025-03-01,2025-03-15,2025-03-04,returned,0,M000318,student,Psychology,active,Engineering Library,B000312,Soil Mechanics: An Applied Introduction 312,English,2007,Civil Engineering,C000997,on_loan,worn,Karim Lee,circulation
LN000595,2025-03-01,2025-04-05,2025-03-03,returned,0,M000397,student,Industrial Engineering,active,Graduate Research Library,B000262,"Digital Circuits: Concepts, Models, and Tools 262",English,2020,Electrical Engineering,C000833,available,good,Reza Khan,circulation
LN000596,2025-03-02,2025-03-23,2025-03-18,returned,2,M000030,student,Electrical Engineering,active,Engineering Library,B000001,Microeconomics: An Applied Introduction 1,Persian,2017,Economics,C000003,available,good,Tara Clark,circulation
LN000597,2025-03-02,2025-03-23,2025-04-04,returned,0,M000510,student,Literature,active,Central Library,B000036,Structural Analysis: An Applied Introduction 36,English,2006,Civil Engineering,C000134,lost,lost,Ali Khan,manager
LN000598,2025-03-02,2025-03-16,2025-04-02,returned,1,M000289,student,Chemistry,active,Central Library,B000156,Cloud Computing: Case Studies and Practice 156,English,2010,Computer Science,C000498,available,worn,Reza Khan,circulation
LN000599,2025-03-02,2025-03-23,2025-03-10,returned,0,M000474,student,Chemistry,active,Medical Sciences Library,B000079,"Urban Infrastructure: Concepts, Models, and Tools 79",English,1995,Civil Engineering,C000268,available,good,Mina Brown,analyst
LN000600,2025-03-02,2025-03-30,2025-03-19,returned,0,M000378,student,Physics,active,Central Library,B000240,Persian Poetry: Principles and Applications 240,English,2022,Literature,C000753,available,good,Emma Martin,circulation
LN000601,2025-03-03,2025-03-24,2025-03-08,returned,0,M000052,faculty,Literature,active,Engineering Library,B000149,Database Systems: An Applied Introduction 149,English,2022,Computer Science,C000485,available,good,Ali Lee,circulation
LN000602,2025-03-04,2025-03-18,2025-04-06,returned,0,M000302,student,Psychology,active,Medical Sciences Library,B000026,Modern Fiction: A Modern Approach 26,Persian,2005,Literature,C000099,available,good,Hana Abbasi,manager
LN000603,2025-03-06,2025-03-20,2025-03-12,returned,0,M000385,student,Electrical Engineering,active,Central Library,B000236,Project Management: A Modern Approach 236,Persian,2002,Management,C000741,available,good,Olivia Martin,circulation
LN000604,2025-03-06,2025-03-27,2025-03-30,returned,0,M000031,student,Electrical Engineering,active,Engineering Library,B000310,Business Analytics: Principles and Applications 310,Persian,1995,Management,C000991,available,worn,Karim Lee,circulation
LN000605,2025-03-06,2025-04-03,2025-03-26,returned,0,M000034,student,Management,active,Central Library,B000123,Analytical Chemistry: A Modern Approach 123,English,2007,Chemistry,C000409,maintenance,worn,Hana Abbasi,manager
LN000606,2025-03-06,2025-03-27,2025-03-10,returned,0,M000479,student,Psychology,expired,Engineering Library,B000014,Construction Planning: Case Studies and Practice 14,English,1993,Civil Engineering,C000053,lost,lost,Tara Clark,circulation
LN000607,2025-03-07,2025-04-04,2025-03-20,returned,0,M000292,staff,Physics,active,Central Library,B000075,Philosophy of Science: An Applied Introduction 75,English,1991,Philosophy,C000256,available,good,Tara Clark,circulation
LN000608,2025-03-07,2025-03-28,2025-04-07,returned,0,M000070,faculty,Chemistry,active,Engineering Library,B000139,Urban Infrastructure: Case Studies and Practice 139,English,2014,Civil Engineering,C000458,available,good,Mina Brown,analyst
LN000609,2025-03-07,2025-04-04,2025-03-11,returned,0,M000373,public,,suspended,Engineering Library,B000314,Data Mining: A Modern Approach 314,English,2022,Computer Science,C001002,on_loan,new,Karim Lee,circulation
LN000610,2025-03-07,2025-03-28,2025-04-09,returned,0,M000516,student,Management,active,Central Library,B000271,Numerical Methods: An Applied Introduction 271,Persian,2009,Mathematics,C000863,available,good,Sophia Hosseini,manager
LN000611,2025-03-07,2025-03-28,,lost,1,M000241,staff,Chemistry,active,Graduate Research Library,B000273,Development Economics: Methods for Researchers 273,English,2008,Economics,C000869,lost,lost,Ali Lee,circulation
LN000612,2025-03-08,2025-03-29,2025-03-18,returned,0,M000464,public,,active,Central Library,B000180,"Quantum Mechanics: Concepts, Models, and Tools 180",English,2004,Physics,C000579,available,good,Emma Khan,circulation
LN000613,2025-03-08,2025-03-29,2025-03-10,returned,1,M000462,student,Computer Engineering,active,Central Library,B000282,Strategic Management: Methods for Researchers 282,English,1991,Management,C000900,available,worn,Noah Johnson,admin
LN000614,2025-03-08,2025-03-22,2025-04-09,returned,1,M000045,staff,Civil Engineering,expired,Engineering Library,B000305,Linear Algebra: An Applied Introduction 305,English,2024,Mathematics,C000965,on_loan,new,Karim Lee,circulation
LN000615,2025-03-08,2025-04-05,2025-03-10,returned,0,M000224,student,Civil Engineering,active,Medical Sciences Library,B000221,Business Analytics: Methods for Researchers 221,English,1990,Management,C000703,on_loan,good,Tara Clark,circulation
LN000616,2025-03-08,2025-03-29,2025-03-14,returned,2,M000226,staff,Chemistry,suspended,Graduate Research Library,B000140,Analytical Chemistry: Principles and Applications 140,English,2001,Chemistry,C000462,available,good,Noah Johnson,admin
LN000617,2025-03-09,2025-03-23,2025-03-13,returned,1,M000379,staff,Literature,suspended,Central Library,B000306,"Literary Criticism: Concepts, Models, and Tools 306",Persian,2026,Literature,C000975,available,worn,Emma Martin,circulation
LN000618,2025-03-09,2025-03-23,2025-03-19,returned,0,M000149,student,Mathematics,suspended,Central Library,B000007,"Machine Learning: Concepts, Models, and Tools 7",Persian,2008,Computer Science,C000023,available,good,Tara Clark,circulation
LN000619,2025-03-10,2025-03-31,2025-03-13,returned,0,M000379,staff,Literature,suspended,Engineering Library,B000089,Development Economics: An Applied Introduction 89,Persian,2012,Economics,C000299,available,good,Noah Johnson,admin
LN000620,2025-03-10,2025-03-31,2025-03-16,returned,0,M000154,public,,active,Engineering Library,B000246,Thermodynamics: Case Studies and Practice 246,English,2016,Mechanical Engineering,C000781,available,good,Emma Martin,circulation
LN000621,2025-03-10,2025-04-14,2025-04-01,returned,0,M000122,student,Management,active,Central Library,B000142,"Philosophy of Science: Concepts, Models, and Tools 142",Persian,2008,Philosophy,C000467,available,good,Reza Khan,circulation
LN000622,2025-03-10,2025-04-14,2025-03-12,returned,0,M000224,student,Civil Engineering,active,Medical Sciences Library,B000003,"Construction Planning: Concepts, Models, and Tools 3",English,2023,Civil Engineering,C000008,available,good,Reza Khan,circulation
LN000623,2025-03-10,2025-03-24,2025-03-29,returned,1,M000163,student,Economics,active,Graduate Research Library,B000198,"Microeconomics: Concepts, Models, and Tools 198",English,2008,Economics,C000633,available,good,Emma Martin,circulation
LN000624,2025-03-10,2025-03-31,2025-03-20,returned,0,M000279,student,Physics,active,Central Library,B000144,"Modern Iran: Concepts, Models, and Tools 144",English,2004,History,C000471,available,good,Tara Karimi,analyst
LN000625,2025-03-10,2025-03-31,2025-04-16,returned,0,M000511,student,Mechanical Engineering,active,Engineering Library,B000115,Business Analytics: An Applied Introduction 115,English,2003,Management,C000383,available,good,Ali Khan,manager
LN000626,2025-03-11,2025-04-01,2025-03-23,returned,0,M000199,student,Mathematics,active,Central Library,B000209,Behavioral Analysis: A Modern Approach 209,Persian,2005,Psychology,C000664,available,good,Reza Khan,circulation
LN000627,2025-03-11,2025-04-01,2025-03-13,returned,0,M000439,faculty,Computer Engineering,active,Engineering Library,B000106,Strategic Management: An Applied Introduction 106,English,2011,Management,C000357,available,good,Reza Brown,analyst
LN000628,2025-03-11,2025-03-25,2025-03-15,returned,0,M000430,student,Management,active,Medical Sciences Library,B000280,Signal Processing: Methods for Researchers 280,English,2005,Electrical Engineering,C000895,available,worn,Olivia Martin,circulation
LN000629,2025-03-11,2025-04-01,2025-03-19,returned,1,M000280,student,Physics,active,Medical Sciences Library,B000052,Development Economics: Case Studies and Practice 52,English,1990,Economics,C000175,available,good,Ali Lee,circulation
LN000630,2025-03-11,2025-04-01,2025-04-19,returned,0,M000168,student,Psychology,active,Graduate Research Library,B000165,Strategic Management: Case Studies and Practice 165,English,2024,Management,C000528,available,good,Ali Lee,circulation
LN000631,2025-03-12,2025-04-09,2025-03-21,returned,0,M000353,student,Mathematics,active,Engineering Library,B000082,Logic: An Applied Introduction 82,Persian,2011,Philosophy,C000281,available,good,Mina Brown,analyst
LN000632,2025-03-12,2025-03-26,2025-03-22,returned,0,M000487,student,Computer Engineering,active,Central Library,B000017,Strategic Management: Principles and Applications 17,English,1996,Management,C000062,available,good,Hana Abbasi,manager
LN000633,2025-03-12,2025-03-26,2025-03-21,returned,2,M000458,student,Electrical Engineering,active,Central Library,B000061,"Digital Circuits: Concepts, Models, and Tools 61",Persian,1998,Electrical Engineering,C000203,available,good,Ali Khan,manager
LN000634,2025-03-13,2025-04-10,2025-03-20,returned,1,M000301,student,Computer Engineering,expired,Engineering Library,B000132,Optics: A Modern Approach 132,English,1998,Physics,C000438,available,worn,Reza Khan,circulation
LN000635,2025-03-13,2025-03-27,2025-03-22,returned,0,M000406,public,,active,Central Library,B000097,"Analytical Chemistry: Concepts, Models, and Tools 97",English,2003,Chemistry,C000322,available,good,Mina Brown,analyst
LN000636,2025-03-13,2025-03-27,2025-03-27,returned,1,M000158,student,Mathematics,active,Engineering Library,B000004,Machine Learning: Case Studies and Practice 4,Persian,1999,Computer Science,C000012,available,worn,Mina Brown,analyst
LN000637,2025-03-13,2025-03-27,2025-04-10,returned,0,M000227,staff,Industrial Engineering,active,Engineering Library,B000023,Operations Management: Case Studies and Practice 23,English,2016,Management,C000089,available,good,Olivia Martin,circulation
LN000638,2025-03-14,2025-04-11,2025-03-18,returned,0,M000286,student,Computer Engineering,active,Engineering Library,B000154,"Philosophy of Science: Concepts, Models, and Tools 154",Persian,2011,Philosophy,C000493,available,good,Tara Clark,circulation
LN000639,2025-03-14,2025-04-04,2025-04-02,returned,0,M000436,student,Psychology,active,Central Library,B000306,"Literary Criticism: Concepts, Models, and Tools 306",Persian,2026,Literature,C000975,available,worn,Ali Khan,manager
LN000640,2025-03-14,2025-03-28,2025-03-19,returned,0,M000185,student,Industrial Engineering,active,Engineering Library,B000065,Political Philosophy: Principles and Applications 65,Persian,2015,Philosophy,C000221,available,good,Noah Johnson,admin
LN000641,2025-03-14,2025-04-04,2025-03-17,returned,0,M000480,student,Psychology,active,Central Library,B000286,Control Systems: A Modern Approach 286,Arabic,2003,Electrical Engineering,C000915,available,good,Reza Khan,circulation
LN000642,2025-03-14,2025-03-28,2025-03-22,returned,0,M000052,faculty,Literature,active,Graduate Research Library,B000261,Algorithms: Methods for Researchers 261,English,2000,Computer Science,C000831,available,worn,Ali Lee,circulation
LN000643,2025-03-15,2025-03-29,2025-04-16,returned,0,M000353,student,Mathematics,active,Medical Sciences Library,B000087,Power Networks: Methods for Researchers 87,English,2007,Electrical Engineering,C000292,available,good,Hana Abbasi,manager
LN000644,2025-03-15,2025-04-05,2025-03-29,returned,1,M000394,student,Mathematics,active,Central Library,B000288,Signal Processing: A Modern Approach 288,Persian,2026,Electrical Engineering,C000919,available,good,Karim Lee,circulation
LN000645,2025-03-15,2025-04-12,2025-03-31,returned,0,M000107,student,Physics,active,Graduate Research Library,B000192,Cell Biology: Case Studies and Practice 192,English,2013,Biology,C000613,available,good,Sina Moradi,admin
LN000646,2025-03-15,2025-04-12,2025-03-21,returned,0,M000279,student,Physics,active,Medical Sciences Library,B000022,Machine Learning: Principles and Applications 22,Persian,1995,Computer Science,C000084,retired,worn,Reza Khan,circulation
LN000647,2025-03-16,2025-04-06,2025-03-24,returned,1,M000212,student,Physics,active,Graduate Research Library,B000260,Digital Circuits: Methods for Researchers 260,English,2009,Electrical Engineering,C000827,available,good,Noah Johnson,admin
LN000648,2025-03-16,2025-03-30,2025-03-26,returned,0,M000232,student,Economics,active,Central Library,B000182,Behavioral Analysis: Methods for Researchers 182,English,2001,Psychology,C000583,available,good,Noah Johnson,admin
LN000649,2025-03-16,2025-03-30,2025-03-23,returned,0,M000107,student,Physics,active,Medical Sciences Library,B000249,Quantum Mechanics: Principles and Applications 249,English,2009,Physics,C000797,available,worn,Olivia Martin,circulation
LN000650,2025-03-17,2025-04-14,2025-03-25,returned,1,M000385,student,Electrical Engineering,active,Graduate Research Library,B000019,Philosophy of Science: Principles and Applications 19,English,1999,Philosophy,C000075,available,good,Ali Khan,manager
LN000651,2025-03-17,2025-03-31,2025-03-24,returned,0,M000028,student,Mechanical Engineering,active,Graduate Research Library,B000122,Database Systems: Methods for Researchers 122,Persian,2007,Computer Science,C000402,on_loan,good,Ali Lee,circulation
LN000652,2025-03-17,2025-03-31,2025-03-30,returned,0,M000315,student,History,active,Central Library,B000056,Logic: An Applied Introduction 56,English,2016,Philosophy,C000189,available,worn,Karim Lee,circulation
LN000653,2025-03-17,2025-03-31,2025-04-19,returned,0,M000278,student,Psychology,active,Medical Sciences Library,B000038,Development Economics: Methods for Researchers 38,Persian,2000,Economics,C000138,available,new,Karim Lee,circulation
LN000654,2025-03-18,2025-04-01,2025-03-24,returned,0,M000339,student,Physics,suspended,Engineering Library,B000015,Numerical Methods: An Applied Introduction 15,Persian,2002,Mathematics,C000054,available,good,Ali Lee,circulation
LN000655,2025-03-18,2025-04-15,2025-04-30,returned,0,M000174,student,Physics,active,Engineering Library,B000128,Cognitive Psychology: Case Studies and Practice 128,English,1990,Psychology,C000423,on_loan,good,Ali Lee,circulation
LN000656,2025-03-18,2025-04-01,2025-04-01,returned,1,M000340,student,Psychology,active,Medical Sciences Library,B000146,Quantum Mechanics: An Applied Introduction 146,English,2013,Physics,C000476,available,worn,Tara Clark,circulation
LN000657,2025-03-18,2025-04-01,2025-04-16,returned,0,M000283,student,History,active,Engineering Library,B000038,Development Economics: Methods for Researchers 38,Persian,2000,Economics,C000137,available,worn,Hana Abbasi,manager
LN000658,2025-03-18,2025-04-08,2025-04-01,returned,0,M000292,staff,Physics,active,Graduate Research Library,B000191,"Numerical Methods: Concepts, Models, and Tools 191",English,2010,Mathematics,C000611,available,good,Karim Lee,circulation
LN000659,2025-03-19,2025-04-09,2025-04-23,returned,0,M000117,student,Management,active,Engineering Library,B000055,Statistical Physics: A Modern Approach 55,Persian,2000,Physics,C000187,available,worn,Tara Karimi,analyst
LN000660,2025-03-20,2025-04-03,2025-04-06,returned,0,M000320,public,,active,Engineering Library,B000098,"Discrete Mathematics: Concepts, Models, and Tools 98",English,2004,Mathematics,C000325,available,worn,Reza Khan,circulation
LN000661,2025-03-20,2025-04-10,2025-04-03,returned,0,M000219,student,Physics,active,Engineering Library,B000168,"Cloud Computing: Concepts, Models, and Tools 168",English,1997,Computer Science,C000538,lost,lost,Hana Abbasi,manager
LN000662,2025-03-20,2025-04-10,2025-04-03,returned,0,M000287,faculty,Computer Engineering,active,Graduate Research Library,B000073,Development Economics: A Modern Approach 73,English,1999,Economics,C000248,available,good,Emma Farhadi,circulation
LN000663,2025-03-20,2025-04-17,2025-03-31,returned,2,M000020,public,,active,Engineering Library,B000045,Soil Mechanics: Principles and Applications 45,English,1999,Civil Engineering,C000157,available,good,Olivia Martin,circulation
LN000664,2025-03-20,2025-04-03,2025-04-19,returned,0,M000378,student,Physics,active,Central Library,B000263,Machine Learning: An Applied Introduction 263,English,1998,Computer Science,C000836,available,good,Hana Abbasi,manager
LN000665,2025-03-21,2025-04-11,2025-03-29,returned,0,M000235,student,Industrial Engineering,active,Central Library,B000186,Manufacturing Systems: A Modern Approach 186,English,2012,Mechanical Engineering,C000594,available,good,Mina Brown,analyst
LN000666,2025-03-22,2025-04-12,,lost,0,M000054,student,Mechanical Engineering,active,Engineering Library,B000014,Construction Planning: Case Studies and Practice 14,English,1993,Civil Engineering,C000053,lost,lost,Sina Moradi,admin
LN000667,2025-03-23,2025-04-06,2025-03-31,returned,1,M000375,faculty,Psychology,active,Central Library,B000219,Signal Processing: An Applied Introduction 219,English,1993,Electrical Engineering,C000695,available,worn,Reza Khan,circulation
LN000668,2025-03-23,2025-04-13,2025-03-26,returned,2,M000382,staff,Mathematics,active,Central Library,B000002,Econometrics: Principles and Applications 2,English,2006,Economics,C000004,available,new,Ali Lee,circulation
LN000669,2025-03-23,2025-04-06,2025-03-26,returned,0,M000335,public,,active,Engineering Library,B000029,World History: An Applied Introduction 29,English,2008,History,C000109,available,worn,Olivia Martin,circulation
LN000670,2025-03-23,2025-04-20,2025-03-30,returned,1,M000063,student,Mechanical Engineering,suspended,Engineering Library,B000110,Signal Processing: Methods for Researchers 110,English,2021,Electrical Engineering,C000371,available,new,Reza Khan,circulation
LN000671,2025-03-23,2025-04-20,2025-04-04,returned,0,M000241,staff,Chemistry,active,Central Library,B000180,"Quantum Mechanics: Concepts, Models, and Tools 180",English,2004,Physics,C000577,available,good,Ali Khan,manager
LN000672,2025-03-23,2025-04-06,2025-03-31,returned,0,M000181,public,,active,Engineering Library,B000076,Project Management: Methods for Researchers 76,Persian,2011,Management,C000257,available,worn,Mina Brown,analyst
LN000673,2025-03-23,2025-04-20,2025-03-29,returned,1,M000289,student,Chemistry,active,Medical Sciences Library,B000054,Genetics: Case Studies and Practice 54,English,2006,Biology,C000183,available,worn,Olivia Martin,circulation
LN000674,2025-03-24,2025-04-14,2025-04-29,returned,1,M000071,student,Psychology,active,Medical Sciences Library,B000313,Data Mining: Principles and Applications 313,English,1995,Computer Science,C001000,available,good,Noah Johnson,admin
LN000675,2025-03-24,2025-04-21,2025-05-05,returned,0,M000240,staff,Physics,active,Central Library,B000213,Urban History: An Applied Introduction 213,Persian,2006,History,C000677,available,good,Reza Brown,analyst
LN000676,2025-03-24,2025-04-07,2025-04-08,returned,0,M000383,faculty,Electrical Engineering,active,Graduate Research Library,B000162,Microeconomics: Case Studies and Practice 162,Persian,2019,Economics,C000520,available,good,Emma Farhadi,circulation
LN000677,2025-03-24,2025-04-14,2025-04-07,returned,0,M000470,student,Management,active,Medical Sciences Library,B000141,Literary Criticism: Principles and Applications 141,English,1999,Literature,C000463,available,good,Emma Khan,circulation
LN000678,2025-03-24,2025-04-14,2025-03-28,returned,0,M000515,faculty,Electrical Engineering,active,Central Library,B000189,Fluid Mechanics: Principles and Applications 189,English,2011,Mechanical Engineering,C000601,available,good,Emma Farhadi,circulation
LN000679,2025-03-24,2025-04-07,2025-04-06,returned,2,M000174,student,Physics,active,Graduate Research Library,B000069,Urban Infrastructure: Principles and Applications 69,Persian,2007,Civil Engineering,C000235,available,good,Tara Karimi,analyst
LN000680,2025-03-24,2025-04-14,2025-04-21,returned,3,M000458,student,Electrical Engineering,active,Medical Sciences Library,B000097,"Analytical Chemistry: Concepts, Models, and Tools 97",English,2003,Chemistry,C000320,available,good,Emma Khan,circulation
LN000681,2025-03-25,2025-04-08,2025-04-06,returned,0,M000516,student,Management,active,Engineering Library,B000030,"Numerical Methods: Concepts, Models, and Tools 30",English,1999,Mathematics,C000117,available,good,Ali Khan,manager
LN000682,2025-03-25,2025-04-08,2025-04-21,returned,0,M000042,student,Industrial Engineering,active,Central Library,B000248,Database Systems: An Applied Introduction 248,Persian,2000,Computer Science,C000794,available,good,Ali Lee,circulation
LN000683,2025-03-26,2025-04-16,2025-04-09,returned,0,M000378,student,Physics,active,Central Library,B000204,Literary Criticism: Principles and Applications 204,English,2007,Literature,C000645,available,worn,Emma Khan,circulation
LN000684,2025-03-26,2025-04-16,2025-03-30,returned,0,M000337,staff,Industrial Engineering,active,Medical Sciences Library,B000244,Ecology: A Modern Approach 244,English,2020,Biology,C000776,available,good,Emma Farhadi,circulation
LN000685,2025-03-26,2025-04-09,2025-04-04,returned,0,M000429,student,Civil Engineering,active,Central Library,B000006,Linear Algebra: Case Studies and Practice 6,English,1995,Mathematics,C000020,available,good,Noah Johnson,admin
LN000686,2025-03-26,2025-04-09,2025-04-06,returned,2,M000066,faculty,Management,active,Graduate Research Library,B000042,"Manufacturing Systems: Concepts, Models, and Tools 42",English,2009,Mechanical Engineering,C000151,available,good,Ali Lee,circulation
LN000687,2025-03-27,2025-05-01,2025-04-22,returned,1,M000360,faculty,Mechanical Engineering,active,Graduate Research Library,B000224,"Classical Mechanics: Concepts, Models, and Tools 224",English,1993,Physics,C000711,available,good,Mina Brown,analyst
LN000688,2025-03-27,2025-04-10,2025-03-29,returned,1,M000161,public,,active,Graduate Research Library,B000296,Robotics: Methods for Researchers 296,English,2020,Mechanical Engineering,C000941,available,worn,Emma Farhadi,circulation
LN000689,2025-03-27,2025-04-10,2025-04-08,returned,0,M000053,student,Civil Engineering,active,Graduate Research Library,B000205,Soil Mechanics: Case Studies and Practice 205,English,1990,Civil Engineering,C000647,on_loan,good,Emma Martin,circulation
LN000690,2025-03-27,2025-04-17,2025-04-01,returned,1,M000325,student,Economics,active,Engineering Library,B000218,Literary Criticism: Principles and Applications 218,English,1992,Literature,C000693,available,worn,Sophia Hosseini,manager
LN000691,2025-03-27,2025-04-24,2025-04-19,returned,0,M000472,faculty,Physics,active,Central Library,B000105,Numerical Methods: Case Studies and Practice 105,Persian,2004,Mathematics,C000353,available,good,Reza Khan,circulation
LN000692,2025-03-28,2025-04-18,2025-03-31,returned,0,M000474,student,Chemistry,active,Central Library,B000064,Ecology: Methods for Researchers 64,Persian,2011,Biology,C000215,available,good,Olivia Martin,circulation
LN000693,2025-03-29,2025-04-19,2025-04-15,returned,0,M000392,faculty,Industrial Engineering,active,Engineering Library,B000260,Digital Circuits: Methods for Researchers 260,English,2009,Electrical Engineering,C000828,available,worn,Ali Lee,circulation
LN000694,2025-03-29,2025-04-12,2025-04-02,returned,0,M000514,student,Economics,active,Graduate Research Library,B000122,Database Systems: Methods for Researchers 122,Persian,2007,Computer Science,C000402,on_loan,good,Sophia Hosseini,manager
LN000695,2025-03-29,2025-04-12,2025-04-04,returned,0,M000461,student,Psychology,active,Engineering Library,B000214,Urban Infrastructure: Methods for Researchers 214,English,1990,Civil Engineering,C000679,lost,lost,Mina Brown,analyst
LN000696,2025-03-29,2025-04-12,2025-04-12,returned,0,M000477,student,Electrical Engineering,active,Central Library,B000005,Laboratory Methods: Case Studies and Practice 5,English,2016,Chemistry,C000014,available,good,Tara Karimi,analyst
LN000697,2025-03-29,2025-04-19,2025-04-03,returned,1,M000364,faculty,Physics,active,Graduate Research Library,B000062,Manufacturing Systems: An Applied Introduction 62,English,1998,Mechanical Engineering,C000207,available,good,Emma Khan,circulation
LN000698,2025-03-29,2025-04-12,2025-04-05,returned,1,M000380,student,Chemistry,active,Graduate Research Library,B000199,Behavioral Analysis: Methods for Researchers 199,Persian,2010,Psychology,C000636,available,good,Emma Farhadi,circulation
LN000699,2025-03-29,2025-04-12,2025-04-03,returned,0,M000106,student,Economics,active,Engineering Library,B000281,Optics: An Applied Introduction 281,English,2010,Physics,C000896,available,new,Tara Karimi,analyst
LN000700,2025-03-30,2025-04-20,2025-04-02,returned,0,M000324,student,Mathematics,active,Central Library,B000061,"Digital Circuits: Concepts, Models, and Tools 61",Persian,1998,Electrical Engineering,C000203,available,good,Reza Brown,analyst
LN000701,2025-03-31,2025-04-14,2025-04-12,returned,1,M000513,student,Management,active,Central Library,B000247,Research Methods: Case Studies and Practice 247,Persian,2010,Psychology,C000784,available,worn,Mina Brown,analyst
LN000702,2025-03-31,2025-04-14,2025-05-08,returned,0,M000207,student,Physics,active,Medical Sciences Library,B000095,Construction Planning: Principles and Applications 95,English,2004,Civil Engineering,C000316,available,good,Reza Khan,circulation
LN000703,2025-03-31,2025-04-21,2025-04-06,returned,1,M000450,student,Literature,active,Central Library,B000065,Political Philosophy: Principles and Applications 65,Persian,2015,Philosophy,C000220,available,good,Olivia Martin,circulation
LN000704,2025-03-31,2025-04-21,2025-05-04,returned,1,M000077,faculty,Computer Engineering,suspended,Engineering Library,B000250,Learning Theory: Methods for Researchers 250,English,2017,Psychology,C000798,retired,good,Olivia Martin,circulation
LN000705,2025-04-01,2025-04-22,2025-04-12,returned,0,M000366,student,Mathematics,active,Central Library,B000095,Construction Planning: Principles and Applications 95,English,2004,Civil Engineering,C000315,on_loan,good,Reza Khan,circulation
LN000706,2025-04-01,2025-05-06,2025-04-04,returned,0,M000029,student,Physics,active,Graduate Research Library,B000065,Political Philosophy: Principles and Applications 65,Persian,2015,Philosophy,C000219,available,good,Noah Johnson,admin
LN000707,2025-04-01,2025-04-22,2025-04-17,returned,0,M000286,student,Computer Engineering,active,Central Library,B000085,Development Economics: Principles and Applications 85,English,1991,Economics,C000289,available,good,Emma Martin,circulation
LN000708,2025-04-01,2025-04-22,2025-04-24,returned,0,M000340,student,Psychology,active,Graduate Research Library,B000057,Machine Learning: Case Studies and Practice 57,English,2009,Computer Science,C000191,available,good,Tara Karimi,analyst
